Date,Time,Generation(MW),Demand(MW),Loadshed,Gas,Liquid Fuel,Coal,Hydro,Solar,Wind,Temperature(2M),Humidity(2M),Wind Speed(10M),Remarks,,,,,,
12-10-2024,12:00:00,12025,12025,0,5437,1049,2890,214,510,0,30.82,21.27,100.97,Day Peak,,,,,,
12-10-2024,13:00:00,12453,12500,45,5249,1518,3009,214,545,0,31.04,21.13,100.87,,,,,,,
12-10-2024,14:00:00,12515,12580,62,5364,1733,2892,217,368,6,30.97,20.92,100.79,,,,,,,
12-10-2024,15:00:00,12612,12612,0,5398,1818,2951,217,295,6,30.71,20.75,100.76,,,,,,,
12-10-2024,16:00:00,12233,12233,0,5302,1633,2973,216,166,12,30.38,21.14,100.75,,,,,,,
12-10-2024,17:00:00,11790,11790,0,5083,1722,2754,216,32,7,29.7,20.71,100.78,,,,,,,
12-10-2024,18:00:00,13225,13340,110,5404,2557,2906,216,0,9,29.32,19.97,100.83,,,,,,,
12-10-2024,19:00:00,13950,14010,57,5190,3222,3333,216,0,3,29.01,19.65,100.9,Evening Peak,,,,,,
12-10-2024,20:00:00,13738,13790,50,5282,2827,3427,216,0,2,28.37,19.73,100.97,,,,,,,
12-10-2024,21:00:00,13460,13460,0,5286,2413,3424,216,0,0,27.83,19.62,101,,,,,,,
12-10-2024,22:00:00,13530,13530,0,5440,2503,3238,216,0,0,27.3,19.47,101,,,,,,,
12-10-2024,23:00:00,13501,13501,0,5493,2541,3112,214,0,0,26.81,19.33,100.98,,,,,,,
13-10-2024,00:00:00,13077,13140,60,5086,2555,3182,176,0,0,26.42,19.14,100.96,,,,,,,
13-10-2024,01:00:00,12542,12850,294,5459,1856,3017,214,0,0,26.13,18.94,100.92,,,,,,,
13-10-2024,02:00:00,12367,12670,289,5356,1792,3019,215,0,0,25.88,18.81,100.9,,,,,,,
13-10-2024,03:00:00,11933,12240,293,5320,1388,3025,215,0,0,25.67,18.7,100.91,,,,,,,
13-10-2024,04:00:00,11703,12000,284,5351,1133,3017,215,0,0,25.58,18.57,100.94,,,,,,,
13-10-2024,05:00:00,11377,11670,280,5264,923,2983,216,0,0,25.42,18.43,101.02,,,,,,,
13-10-2024,06:00:00,10864,11150,273,5220,673,2774,216,0,0,25.5,18.8,101.11,,,,,,,
13-10-2024,07:00:00,10710,10950,229,5152,618,2673,216,66,0,26.66,19.72,101.19,,,,,,,
13-10-2024,08:00:00,10804,11000,187,5136,635,2662,216,178,0,28.96,19.93,101.26,,,,,,,
13-10-2024,09:00:00,11035,11100,62,5184,633,2656,215,359,0,30,19.99,101.26,,,,,,,
13-10-2024,10:00:00,11190,11190,0,5172,681,2662,214,480,3,30.65,20.25,101.21,,,,,,,
13-10-2024,11:00:00,11548,11548,0,5351,694,2778,214,509,2,31.08,20.4,101.13,,,,,,,
13-10-2024,12:00:00,11998,11998,0,5489,863,2950,214,492,4,31.24,20.47,101.02,Day Peak,,,,,,
13-10-2024,13:00:00,12316,12316,0,5487,1104,3011,214,491,0,31.06,20.2,100.91,,,,,,,
13-10-2024,14:00:00,12296,12330,32,5316,1434,3016,214,323,0,30.63,19.98,100.82,,,,,,,
13-10-2024,15:00:00,12291,12350,56,5285,1594,2950,214,243,6,30.29,20.32,100.78,,,,,,,
13-10-2024,16:00:00,12013,12013,0,5162,1575,2953,174,143,8,29.79,19.64,100.79,,,,,,,
13-10-2024,17:00:00,11675,11675,0,4917,1778,2774,176,30,7,28.68,20.19,100.83,,,,,,,
13-10-2024,18:00:00,13206,13360,147,5176,2824,2991,216,0,4,27.77,20.28,100.9,,,,,,,
13-10-2024,19:00:00,13719,13790,68,5242,2822,3334,216,0,7,27.23,19.78,100.99,Evening Peak,,,,,,
13-10-2024,20:00:00,13649,13730,77,5252,2643,3430,216,0,1,26.63,19.35,101.06,,,,,,,
13-10-2024,21:00:00,13634,13710,73,5281,2604,3430,216,0,0,26.1,19.07,101.09,,,,,,,
13-10-2024,22:00:00,13585,13514,68,5198,2602,3422,175,0,1,25.67,18.87,101.09,,,,,,,
13-10-2024,23:00:00,13461,13510,47,5205,2529,3435,175,0,1,25.25,18.69,101.07,,,,,,,
14-10-2024,00:00:00,13124,13500,359,5245,2447,3105,213,0,1,24.88,18.5,101.03,,,,,,,
14-10-2024,01:00:00,12481,12850,352,4930,2350,3019,174,0,0,24.52,18.32,100.98,,,,,,,
14-10-2024,02:00:00,12139,12400,249,4954,1931,3078,174,0,0,24.16,18.12,100.94,,,,,,,
14-10-2024,03:00:00,11816,12050,223,5006,1553,3083,175,0,0,23.85,17.94,100.92,,,,,,,
14-10-2024,04:00:00,11373,11600,217,5009,1108,3086,175,0,1,23.61,17.76,100.93,,,,,,,
14-10-2024,05:00:00,11094,11300,197,5053,787,3077,176,0,0,23.41,17.59,100.99,,,,,,,
14-10-2024,06:00:00,10932,11100,160,4972,759,3023,176,1,1,23.76,17.83,101.07,,,,,,,
14-10-2024,07:00:00,10899,11050,143,5065,816,2775,176,71,0,25.12,18.55,101.15,,,,,,,
14-10-2024,08:00:00,11094,11200,101,5004,914,2831,176,174,0,27.09,18.51,101.22,,,,,,,
14-10-2024,09:00:00,11477,11580,98,5056,999,2856,176,390,0,28.41,18.55,101.23,,,,,,,
14-10-2024,10:00:00,11782,11840,55,4796,1291,2997,176,526,0,29.18,18.83,101.2,,,,,,,
14-10-2024,11:00:00,12277,12310,32,4954,1557,3012,176,596,0,29.7,19.13,101.11,,,,,,,
14-10-2024,12:00:00,12573,12620,45,5014,1866,3042,174,474,1,29.98,19.28,101.01,Day Peak,,,,,,
14-10-2024,13:00:00,12890,12950,57,4988,2147,3076,173,501,0,30.12,19.32,100.89,,,,,,,
14-10-2024,14:00:00,12767,12970,194,4836,2165,3075,174,499,8,30.04,19.3,100.81,,,,,,,
14-10-2024,15:00:00,12573,13020,427,4843,2123,3076,174,329,16,29.74,19.32,100.77,,,,,,,
14-10-2024,16:00:00,12406,12900,472,4857,2089,3077,214,158,10,29.23,19.64,100.78,,,,,,,
14-10-2024,17:00:00,12088,12300,202,4670,2182,2977,214,26,8,27.95,19.72,100.81,,,,,,,
14-10-2024,18:00:00,13519,13780,249,5139,3036,3108,214,0,3,27.05,19.03,100.85,,,,,,,
14-10-2024,19:00:00,14031,14300,257,5023,3435,3264,215,0,2,26.76,18.57,100.93,,,,,,,
14-10-2024,20:00:00,14122,14220,94,5019,3497,3264,215,0,5,26.54,18.19,101,Evening Peak,,,,,,
14-10-2024,21:00:00,13844,13900,53,4930,3306,3285,215,0,0,26.29,17.88,101.03,,,,,,,
14-10-2024,22:00:00,13656,13740,80,4980,3050,3278,215,0,0,26.02,17.64,101.02,,,,,,,
14-10-2024,23:00:00,13456,13700,233,5066,2830,3215,214,0,0,25.72,17.45,100.99,,,,,,,
15-10-2024,00:00:00,12842,13400,533,5194,2053,3277,213,0,0,25.41,17.37,100.94,,,,,,,
15-10-2024,01:00:00,12637,13080,423,5327,1989,3084,212,0,0,25.02,17.33,100.89,,,,,,,
15-10-2024,02:00:00,12280,12670,372,5151,1814,3081,212,0,0,24.62,17.26,100.85,,,,,,,
15-10-2024,03:00:00,11909,12270,345,5160,1437,3077,213,0,0,24.35,17.16,100.84,,,,,,,
15-10-2024,04:00:00,11620,11970,334,5201,1100,3079,213,0,0,24.21,17.06,100.86,,,,,,,
15-10-2024,05:00:00,11228,11520,279,5285,631,3076,214,0,0,24.13,16.96,100.93,,,,,,,
15-10-2024,06:00:00,10950,11200,239,5093,546,3079,214,2,0,24.36,17.36,101.04,,,,,,,
15-10-2024,07:00:00,11016,11180,157,5063,604,3080,214,58,0,25.47,17.93,101.13,,,,,,,
15-10-2024,08:00:00,11176,11350,166,5065,638,3080,215,176,0,27.54,17.98,101.18,,,,,,,
15-10-2024,09:00:00,11502,11650,141,5087,791,3091,216,308,0,28.97,18.07,101.19,,,,,,,
15-10-2024,10:00:00,11626,11730,99,4939,940,3084,216,435,0,29.6,18.58,101.16,,,,,,,
15-10-2024,11:00:00,11889,12050,154,5060,1023,3081,214,525,0,30.05,18.96,101.07,,,,,,,
15-10-2024,12:00:00,12276,12550,262,5219,1293,3082,213,463,0,30.3,19.16,100.97,Day Peak,,,,,,
15-10-2024,13:00:00,12472,12780,294,5132,1593,3074,212,446,0,30.34,19.22,100.86,,,,,,,
15-10-2024,14:00:00,12431,12830,381,5197,1544,3126,211,351,0,30.15,19.2,100.79,,,,,,,
15-10-2024,15:00:00,12362,12880,495,5129,1576,3124,214,309,3,29.86,19.31,100.75,,,,,,,
15-10-2024,16:00:00,12328,12800,451,5121,1749,3099,212,145,5,29.44,19.63,100.74,,,,,,,
15-10-2024,17:00:00,12101,12500,381,4893,1931,3028,213,27,3,28.48,19.57,100.75,,,,,,,
15-10-2024,18:00:00,13289,14000,679,5193,2638,3230,214,0,2,27.83,18.95,100.81,,,,,,,
15-10-2024,19:00:00,13832,14070,227,5080,3116,3318,214,0,1,27.48,18.46,100.89,,,,,,,
15-10-2024,20:00:00,14092,14270,170,5098,3245,3413,215,0,0,27.07,18.15,100.96,Evening Peak,,,,,,
15-10-2024,21:00:00,13769,13970,192,5098,3009,3325,215,0,0,26.62,17.93,101,,,,,,,
15-10-2024,22:00:00,13645,13850,196,5202,2784,3333,215,0,0,26.09,17.86,101,,,,,,,
15-10-2024,23:00:00,13351,13550,190,5208,2509,3300,215,0,0,25.48,17.83,100.99,,,,,,,
16-10-2024,00:00:00,12727,13500,738,5208,1956,3433,214,0,0,24.92,17.77,100.95,,,,,,,
16-10-2024,01:00:00,12387,13000,585,5234,1700,3225,213,0,0,24.45,17.66,100.91,,,,,,,
16-10-2024,02:00:00,12209,12700,469,5217,1676,3096,212,0,0,24.04,17.52,100.88,,,,,,,
16-10-2024,03:00:00,12060,12400,325,5197,1623,3020,212,0,0,23.82,17.36,100.88,,,,,,,
16-10-2024,04:00:00,11656,11970,300,5156,1222,3057,213,0,0,23.78,17.21,100.9,,,,,,,
16-10-2024,05:00:00,11430,11730,287,5136,1096,2980,213,0,0,23.86,17.05,100.97,,,,,,,
16-10-2024,06:00:00,11144,11400,244,5046,949,2930,213,0,0,24.23,17.38,101.05,,,,,,,
16-10-2024,07:00:00,11147,11370,213,5034,950,2880,213,56,0,25.72,18.12,101.12,,,,,,,
16-10-2024,08:00:00,11109,11400,278,4851,970,2865,214,192,0,27.74,17.98,101.17,,,,,,,
16-10-2024,09:00:00,11310,11650,325,4872,989,2885,215,341,0,29.29,18.02,101.17,,,,,,,
16-10-2024,10:00:00,11666,12000,319,4955,1078,2961,216,453,0,30.06,18.35,101.14,,,,,,,
16-10-2024,11:00:00,11937,12350,394,5109,954,3114,216,536,0,30.59,18.58,101.05,,,,,,,
16-10-2024,12:00:00,11984,12500,493,5135,956,3158,214,505,0,30.94,18.67,100.95,Day Peak,,,,,,
16-10-2024,13:00:00,12373,12850,456,5057,1233,3405,212,455,0,31.07,18.71,100.86,,,,,,,
16-10-2024,14:00:00,12523,12950,408,5013,1442,3440,212,393,0,30.97,18.63,100.8,,,,,,,
16-10-2024,15:00:00,12423,13100,647,5065,1458,3435,212,235,2,30.63,18.58,100.78,,,,,,,
16-10-2024,16:00:00,12284,12850,541,4962,1577,3377,213,140,1,30.33,18.78,100.79,,,,,,,
16-10-2024,17:00:00,12140,12600,439,4936,1636,3322,214,18,0,29.44,18.35,100.81,,,,,,,
16-10-2024,18:00:00,13144,13900,722,5131,2386,3391,215,0,0,28.97,18.92,100.85,,,,,,,
16-10-2024,19:00:00,13735,14200,444,5149,2764,3494,215,0,0,28.57,18.42,100.93,,,,,,,
16-10-2024,20:00:00,13855,14250,377,5154,2901,3499,216,0,0,27.94,18.7,101,,,,,,,
16-10-2024,21:00:00,13601,14000,381,5164,2767,3542,216,0,0,27.32,18.87,101.04,,,,,,,
16-10-2024,22:00:00,13424,13800,359,5114,2630,3552,216,0,0,26.72,19.05,101.05,,,,,,,
16-10-2024,23:00:00,13129,13700,545,5107,2346,3546,216,0,0,26.29,19.12,101.05,,,,,,,
17-10-2024,00:00:00,12621,12750,123,5093,1963,3236,216,0,0,25.94,19.08,101.04,,,,,,,
17-10-2024,01:00:00,12316,13070,720,5204,1616,3435,213,0,0,25.61,18.95,101,,,,,,,
17-10-2024,02:00:00,12352,12860,485,5153,1627,3436,213,0,0,25.3,18.82,100.97,,,,,,,
17-10-2024,03:00:00,12088,12390,288,5069,1337,3438,214,0,0,25.1,18.74,100.94,,,,,,,
17-10-2024,04:00:00,11937,12220,270,5238,1021,3438,214,0,0,24.95,18.7,100.96,,,,,,,
17-10-2024,05:00:00,11510,11760,239,5069,765,3437,214,0,0,24.85,18.62,101.01,,,,,,,
17-10-2024,06:00:00,11344,11580,225,4885,783,3440,214,0,0,24.96,18.71,101.08,,,,,,,
17-10-2024,07:00:00,11357,11530,165,4826,818,3438,214,41,0,25.79,18.96,101.14,,,,,,,
17-10-2024,08:00:00,11454,11650,187,4766,891,3437,213,131,0,26.52,19.25,101.18,,,,,,,
17-10-2024,09:00:00,11440,11590,143,4695,979,3393,216,151,0,28.02,19.28,101.2,,,,,,,
17-10-2024,10:00:00,11587,11700,108,4721,1001,3386,216,257,0,29.13,19.15,101.18,,,,,,,
17-10-2024,11:00:00,11757,11860,98,4765,1161,3333,216,276,0,29.88,19.18,101.09,Day Peak,,,,,,
17-10-2024,12:00:00,11624,11720,92,4668,1302,3115,216,322,0,30.52,19.04,100.97,,,,,,,
17-10-2024,13:00:00,11672,11760,84,5002,1149,2963,213,339,0,30.97,19.03,100.86,,,,,,,
17-10-2024,14:00:00,11634,11760,120,4900,1155,3083,212,275,0,31.1,18.84,100.78,,,,,,,
17-10-2024,15:00:00,11445,11550,100,4764,1217,3035,212,193,2,30.77,19.07,100.75,,,,,,,
17-10-2024,16:00:00,9227,9227,0,4142,577,2321,212,85,1,30.42,18.88,100.76,,,,,,,
17-10-2024,17:00:00,8906,8906,0,4137,625,2092,213,22,0,29.29,19.35,100.79,,,,,,,
17-10-2024,18:00:00,10531,10531,0,4322,1400,2588,214,0,2,28.51,19.23,100.87,,,,,,,
17-10-2024,19:00:00,13089,13150,58,5118,2564,3093,215,0,0,27.84,19.3,100.96,,,,,,,
17-10-2024,20:00:00,13758,13820,59,5075,2972,3389,215,0,0,27.19,19.32,101.02,,,,,,,
17-10-2024,21:00:00,13304,13355,49,5110,2423,3451,215,0,0,26.71,19.21,101.03,,,,,,,
17-10-2024,22:00:00,13171,13220,47,5078,2315,3453,216,0,0,26.29,19.03,101.01,,,,,,,
17-10-2024,23:00:00,12899,12960,58,4958,2171,3427,216,0,0,25.83,18.8,100.98,,,,,,,
18-10-2024,00:00:00,11830,11830,0,5215,1264,3448,216,0,0,25.37,18.57,100.94,,,,,,,
18-10-2024,01:00:00,12197,12390,184,5098,1524,3336,214,0,0,24.96,18.34,100.91,,,,,,,
18-10-2024,02:00:00,11892,12080,180,5050,1270,3337,214,0,0,24.61,18.15,100.9,,,,,,,
18-10-2024,03:00:00,11599,11720,116,4978,1051,3335,213,0,0,24.35,17.98,100.89,,,,,,,
18-10-2024,04:00:00,11174,11230,53,4980,686,3274,213,0,0,24.17,17.84,100.91,,,,,,,
18-10-2024,05:00:00,11081,11115,32,4993,634,3220,213,0,0,24.03,17.73,100.95,,,,,,,
18-10-2024,06:00:00,10586,10610,23,4781,599,3021,173,0,0,24.28,18,101.01,,,,,,,
18-10-2024,07:00:00,10494,10570,73,4748,720,2794,174,53,0,25.38,18.57,101.05,,,,,,,
18-10-2024,08:00:00,10182,10233,49,4500,739,2637,176,138,0,26.99,19.12,101.1,,,,,,,
18-10-2024,09:00:00,10289,10325,34,4561,737,2555,176,268,0,28.84,19.31,101.12,,,,,,,
18-10-2024,10:00:00,10161,10161,0,4488,618,2469,176,414,0,29.65,19.51,101.08,,,,,,,
18-10-2024,11:00:00,10523,10523,0,4779,617,2469,176,485,0,30.11,19.7,101.01,,,,,,,
18-10-2024,12:00:00,10995,10995,0,5008,666,2693,216,413,0,30.43,19.8,100.92,Day Peak,,,,,,
18-10-2024,13:00:00,11604,11604,0,5152,830,2968,216,435,1,30.6,19.88,100.83,,,,,,,
18-10-2024,14:00:00,10791,10791,0,4759,742,2794,207,290,2,30.49,19.84,100.75,,,,,,,
18-10-2024,15:00:00,10525,10525,0,4619,692,2808,205,215,0,30.13,20.3,100.72,,,,,,,
18-10-2024,16:00:00,9887,9887,0,4514,603,2495,211,80,0,29.58,19.87,100.72,,,,,,,
18-10-2024,17:00:00,9838,9838,0,4524,627,2476,212,18,0,28.53,20.46,100.76,,,,,,,
18-10-2024,18:00:00,11437,11437,0,5143,1102,2993,213,0,0,27.8,20.07,100.82,,,,,,,
18-10-2024,19:00:00,11693,11693,0,5004,1179,3220,214,0,0,27.52,19.56,100.91,,,,,,,
18-10-2024,20:00:00,11643,11643,0,4989,1122,3224,215,0,0,27.24,19.19,100.97,,,,,,,
18-10-2024,21:00:00,11814,11814,0,5229,1000,3267,215,0,0,27.01,18.88,100.99,Evening Peak,,,,,,
18-10-2024,22:00:00,11771,11771,0,5248,993,3189,216,0,0,26.84,18.64,100.99,,,,,,,
18-10-2024,23:00:00,11858,11858,0,5391,1127,3313,214,0,0,26.74,18.42,100.99,,,,,,,
19-10-2024,00:00:00,12409,12409,0,5263,1772,3139,216,0,0,26.56,18.32,100.96,,,,,,,
19-10-2024,01:00:00,11300,11300,0,5110,1041,3336,216,0,0,26.03,18.4,100.94,,,,,,,
19-10-2024,02:00:00,11020,11020,0,5237,631,3342,213,0,0,25.39,18.44,100.93,,,,,,,
19-10-2024,03:00:00,10735,10735,0,5221,570,3137,213,0,0,24.97,18.36,100.93,,,,,,,
19-10-2024,04:00:00,10371,10371,0,5162,516,2888,212,0,0,24.78,18.24,100.95,,,,,,,
19-10-2024,05:00:00,10092,10092,0,5242,315,2740,212,0,0,24.62,18.12,101.01,,,,,,,
19-10-2024,06:00:00,9957,9957,0,5208,288,2664,212,0,0,24.7,18.39,101.1,,,,,,,
19-10-2024,07:00:00,10154,10154,0,5213,366,2729,213,56,0,25.77,19.03,101.18,,,,,,,
19-10-2024,08:00:00,10455,10455,0,5039,534,2858,215,230,0,27.5,19.17,101.24,,,,,,,
19-10-2024,09:00:00,10778,10778,0,5070,558,2996,215,357,2,28.76,19.4,101.28,,,,,,,
19-10-2024,10:00:00,11021,11021,0,5136,576,3085,216,430,1,29.65,19.64,101.25,,,,,,,
19-10-2024,11:00:00,11369,11369,0,5153,703,3248,216,453,0,30.17,19.7,101.15,,,,,,,
19-10-2024,12:00:00,11819,11850,30,5179,1053,3293,216,486,0,30.36,19.66,101.04,Day Peak,,,,,,
19-10-2024,13:00:00,12183,12230,45,5291,1338,3299,216,436,1,30.49,19.56,100.93,,,,,,,
19-10-2024,14:00:00,11979,12015,34,4952,1505,3308,216,372,24,30.33,19.35,100.85,,,,,,,
19-10-2024,15:00:00,11938,11980,40,4972,1490,3307,212,252,27,30.07,19.31,100.81,,,,,,,
19-10-2024,16:00:00,11532,11532,0,4890,1177,3308,211,159,33,29.67,19.42,100.81,,,,,,,
19-10-2024,17:00:00,11546,11546,0,5300,1240,3180,211,24,3,29.03,18.9,100.85,,,,,,,
19-10-2024,18:00:00,12957,12957,0,5455,2463,3225,212,0,0,28.7,19.17,100.91,,,,,,,
19-10-2024,19:00:00,13501,13545,42,5203,3143,3244,213,0,14,28.57,18.32,100.98,Evening Peak,,,,,,
19-10-2024,20:00:00,13256,13256,0,5062,3031,3246,215,0,5,28.35,18.02,101.04,,,,,,,
19-10-2024,21:00:00,13016,13016,0,5198,2668,3245,215,0,0,28.08,17.9,101.07,,,,,,,
19-10-2024,22:00:00,12592,12592,0,5298,2111,3161,216,0,0,27.57,18.02,101.07,,,,,,,
19-10-2024,23:00:00,12410,12410,0,5242,1883,3172,216,0,0,26.98,18.15,101.07,,,,,,,
20-10-2024,00:00:00,12462,12462,0,5030,1908,3181,216,0,0,26.22,18.32,101.06,,,,,,,
20-10-2024,01:00:00,11725,11765,38,5241,1108,3133,216,0,0,25.54,18.41,101.04,,,,,,,
20-10-2024,02:00:00,11274,11310,34,5100,793,3139,214,0,1,25.03,18.27,101.03,,,,,,,
20-10-2024,03:00:00,10951,10980,28,5112,578,2996,212,0,8,24.64,18.07,101.04,,,,,,,
20-10-2024,04:00:00,10657,10685,27,5049,514,2828,211,0,17,24.31,17.89,101.07,,,,,,,
20-10-2024,05:00:00,10376,10376,0,5120,438,2561,211,0,10,24.03,17.7,101.15,,,,,,,
20-10-2024,06:00:00,10147,10147,0,4962,411,2518,212,1,16,24.1,17.78,101.24,,,,,,,
20-10-2024,07:00:00,10582,10582,0,5268,447,2529,213,80,15,25.16,18.24,101.31,,,,,,,
20-10-2024,08:00:00,10441,10441,0,4949,482,2566,214,202,1,26.82,18.44,101.38,,,,,,,
20-10-2024,09:00:00,10908,10908,0,5009,644,2622,215,393,0,28.31,18.39,101.4,,,,,,,
20-10-2024,10:00:00,11377,11377,0,5078,707,2807,215,539,1,29.06,18.8,101.35,,,,,,,
20-10-2024,11:00:00,11669,11700,30,4932,891,2968,216,627,0,29.54,19.02,101.26,,,,,,,
20-10-2024,12:00:00,12174,12270,92,5081,1134,3081,216,623,0,29.76,19.04,101.15,Day Peak,,,,,,
20-10-2024,13:00:00,12331,12410,75,5189,1141,3146,216,583,9,29.73,18.87,101.06,,,,,,,
20-10-2024,14:00:00,12334,12420,82,5143,1276,3178,215,471,7,29.52,18.75,100.98,,,,,,,
20-10-2024,15:00:00,12393,12480,83,5288,1330,3175,214,340,2,29.19,18.78,100.94,,,,,,,
20-10-2024,16:00:00,12200,12280,76,5267,1346,3168,214,166,0,28.55,18.91,100.94,,,,,,,
20-10-2024,17:00:00,11959,12020,58,5259,1434,2991,214,27,6,27.26,19.17,100.96,,,,,,,
20-10-2024,18:00:00,13139,13230,87,5350,2458,3070,213,0,7,26.26,18.78,101.01,,,,,,,
20-10-2024,19:00:00,13654,13730,73,4934,3213,3242,213,0,9,25.79,18.41,101.08,Evening Peak,,,,,,
20-10-2024,20:00:00,13373,13430,54,4883,2883,3253,214,0,0,25.44,18.14,101.14,,,,,,,
20-10-2024,21:00:00,13100,13150,48,4910,2538,3292,215,0,0,25.07,17.81,101.16,,,,,,,
20-10-2024,22:00:00,12789,12789,0,4941,2193,3292,215,0,0,24.69,17.49,101.15,,,,,,,
20-10-2024,23:00:00,12616,12616,0,4929,2032,3291,216,0,0,24.32,17.23,101.12,,,,,,,
21-10-2024,00:00:00,12549,12549,0,5111,2035,3083,216,0,0,23.93,17,101.08,,,,,,,
21-10-2024,01:00:00,11888,11940,50,4987,1468,3181,216,0,0,23.55,16.79,101.05,,,,,,,
21-10-2024,02:00:00,11372,11420,46,4968,995,3159,216,0,2,23.19,16.57,101,,,,,,,
21-10-2024,03:00:00,10992,11030,36,4960,618,3162,214,0,8,22.87,16.37,100.97,,,,,,,
21-10-2024,04:00:00,10681,10681,0,4899,419,3101,212,0,8,22.6,16.17,100.99,,,,,,,
21-10-2024,05:00:00,10438,10438,0,4807,353,3022,211,0,8,22.31,15.98,101.04,,,,,,,
21-10-2024,06:00:00,10246,10246,0,4649,353,3000,211,0,5,22.53,16.12,101.12,,,,,,,
21-10-2024,07:00:00,10484,10484,0,4779,375,3009,213,78,3,24.04,16.72,101.21,,,,,,,
21-10-2024,08:00:00,10513,10513,0,4637,392,3041,213,213,0,25.48,17.56,101.26,,,,,,,
21-10-2024,09:00:00,10777,10777,0,4503,599,2982,214,455,0,27.64,17.35,101.26,,,,,,,
21-10-2024,10:00:00,11184,11184,0,4660,829,2869,216,585,0,28.68,17.56,101.21,,,,,,,
21-10-2024,11:00:00,11657,11657,0,4788,1081,2964,216,583,0,29.43,17.81,101.12,,,,,,,
21-10-2024,12:00:00,12143,12200,54,4831,1302,3131,216,624,0,29.97,17.93,101,Day Peak,,,,,,
21-10-2024,13:00:00,12252,12304,50,4791,1505,3152,216,541,0,30.25,17.85,100.88,,,,,,,
21-10-2024,14:00:00,12376,12376,0,4657,1790,3170,216,498,0,30.24,17.66,100.81,,,,,,,
21-10-2024,15:00:00,12481,12540,56,4889,1845,3185,216,300,8,29.99,17.47,100.76,,,,,,,
21-10-2024,16:00:00,12112,12112,0,4667,1960,3099,214,150,3,29.6,17.89,100.76,,,,,,,
21-10-2024,17:00:00,11877,11877,0,4494,2201,2903,212,30,9,28.36,18.14,100.81,,,,,,,
21-10-2024,18:00:00,13375,13700,310,4996,2959,3159,212,0,3,27.25,18.13,100.87,,,,,,,
21-10-2024,19:00:00,13785,13900,110,4915,3292,3231,213,0,1,26.49,18.06,100.96,Evening Peak,,,,,,
21-10-2024,20:00:00,13566,13670,99,4791,3178,3247,214,0,1,25.87,17.9,101.01,,,,,,,
21-10-2024,21:00:00,13315,13390,72,4824,3044,3097,214,0,3,25.4,17.74,101.03,,,,,,,
21-10-2024,22:00:00,13069,13080,11,4752,2996,2967,215,0,0,25,17.61,101.03,,,,,,,
21-10-2024,23:00:00,12853,12853,0,4936,2480,3075,215,0,0,24.62,17.5,101.02,,,,,,,
22-10-2024,00:00:00,13077,13500,404,5112,2522,3175,216,0,15,24.27,17.39,101,,,,,,,
22-10-2024,01:00:00,12071,12110,37,5026,1612,3187,216,0,0,23.9,17.27,100.97,,,,,,,
22-10-2024,02:00:00,11543,11580,35,4892,1205,3192,215,0,0,23.61,17.23,100.94,,,,,,,
22-10-2024,03:00:00,11325,11360,33,4898,993,3190,215,0,0,23.37,17.24,100.93,,,,,,,
22-10-2024,04:00:00,10980,11015,33,4898,801,3031,214,0,1,23.21,17.25,100.95,,,,,,,
22-10-2024,05:00:00,10742,10755,12,4967,576,2959,213,0,0,23.08,17.24,101,,,,,,,
22-10-2024,06:00:00,10536,10536,0,4940,537,2820,212,0,3,23.42,17.47,101.04,,,,,,,
22-10-2024,07:00:00,10824,10824,0,5008,553,2921,212,81,6,24.98,18.28,101.1,,,,,,,
22-10-2024,08:00:00,10905,10905,0,4633,652,3132,213,255,5,26.82,18.9,101.13,,,,,,,
22-10-2024,09:00:00,11125,11160,33,4588,778,3058,214,455,2,28.57,19.35,101.12,,,,,,,
22-10-2024,10:00:00,11456,11530,71,4657,871,3104,215,572,0,29.62,19.83,101.09,,,,,,,
22-10-2024,11:00:00,11831,12000,161,4658,1171,3135,216,623,0,30.33,20.22,101,,,,,,,
22-10-2024,12:00:00,12254,12620,350,4765,1460,3135,216,665,1,30.74,20.5,100.89,Day Peak,,,,,,
22-10-2024,13:00:00,12666,13020,338,5049,1597,3177,216,616,0,30.88,20.62,100.8,,,,,,,
22-10-2024,14:00:00,12653,13000,331,5006,1717,3179,216,521,0,30.74,20.58,100.74,,,,,,,
22-10-2024,15:00:00,12579,13050,450,5068,1726,3183,216,370,0,30.51,20.54,100.73,,,,,,,
22-10-2024,16:00:00,12531,12941,392,5065,1880,3178,216,181,0,30.17,21.04,100.76,,,,,,,
22-10-2024,17:00:00,12094,12350,244,4665,2020,3032,214,24,36,29.18,20.96,100.83,,,,,,,
22-10-2024,18:00:00,13582,14000,399,5124,2898,3209,214,0,3,28.52,20.27,100.89,,,,,,,
22-10-2024,19:00:00,13761,14237,455,5073,3204,3234,214,0,0,28.03,20.06,100.95,,,,,,,
22-10-2024,20:00:00,13994,14150,149,5187,3305,3244,213,0,3,27.51,19.94,100.97,Evening Peak,,,,,,
22-10-2024,21:00:00,13743,13900,150,5139,3143,3210,213,0,1,27.12,19.76,100.98,,,,,,,
22-10-2024,22:00:00,13619,13740,116,5054,3047,3267,215,0,10,26.74,19.59,100.98,,,,,,,
22-10-2024,23:00:00,13654,13770,111,5284,2818,3290,215,0,1,26.36,19.49,100.95,,,,,,,
