Date,Time,Generation(MW),Demand(MW),Loadshed,Gas,Liquid Fuel,Coal,Hydro,Solar,Wind,Temperature(2M),Humidity(2M),Wind Speed(10M),Remarks,,,,,,
01-07-2024,00:00:00,13521,13670,142,5275,2798,4281,152,0,15,27.61,22.4,99.92,,,,,,,
01-07-2024,01:00:00,12443,13300,818,5690,2658,2922,142,0,30,27.61,22.3,99.9,,,,,,,
01-07-2024,02:00:00,12241,13100,820,5615,2514,2925,142,0,45,27.55,22.25,99.88,,,,,,,
01-07-2024,03:00:00,12211,12800,562,5527,2549,2936,143,0,59,27.49,22.22,99.88,,,,,,,
01-07-2024,04:00:00,11815,11950,129,5502,2406,2714,145,0,59,27.48,22.19,99.9,,,,,,,
01-07-2024,05:00:00,11669,11720,49,5522,2304,2663,146,0,45,27.68,22.35,99.94,,,,,,,
01-07-2024,06:00:00,11049,11049,0,5418,1777,2682,146,3,37,28.03,22.69,99.99,,,,,,,
01-07-2024,07:00:00,11093,11093,0,5591,1588,2761,111,15,42,28.47,22.96,100.01,,,,,,,
01-07-2024,08:00:00,11273,11273,0,5476,1592,3025,111,42,33,28.85,22.96,100.03,,,,,,,
01-07-2024,09:00:00,11627,11680,51,5551,1680,3196,107,66,30,29.22,23.02,100.01,,,,,,,
01-07-2024,10:00:00,11927,11980,51,5460,1901,3332,105,106,25,29.47,23.21,99.96,,,,,,,
01-07-2024,11:00:00,12422,12480,55,5418,2141,3560,105,174,22,29.63,23.41,99.89,,,,,,,
01-07-2024,12:00:00,12784,12880,92,5450,2370,3635,105,182,40,29.63,23.55,99.83,Day Peak,,,,,,
01-07-2024,13:00:00,12965,13100,129,5479,2496,3637,107,201,47,29.54,23.73,99.77,,,,,,,
01-07-2024,14:00:00,12594,12700,101,5114,2628,3526,111,186,23,29.31,23.87,99.75,,,,,,,
01-07-2024,15:00:00,12702,12850,141,5214,2580,3498,113,243,50,28.95,23.73,99.74,,,,,,,
01-07-2024,16:00:00,12510,12680,235,5258,2469,3487,116,124,50,28.46,23.23,99.78,,,,,,,
01-07-2024,17:00:00,11829,12000,226,5011,2258,3284,161,62,55,27.95,22.73,99.83,,,,,,,
01-07-2024,18:00:00,11926,12100,166,4907,2429,3389,161,7,34,27.62,22.39,99.91,,,,,,,
01-07-2024,19:00:00,13233,13420,179,5298,3217,3534,161,0,19,27.42,22.11,99.97,,,,,,,
01-07-2024,20:00:00,14004,14070,63,5390,3437,4003,162,0,8,27.27,21.91,100.02,Evening Peak,,,,,,
01-07-2024,21:00:00,13963,14030,64,5484,3214,4097,157,0,8,27.14,21.81,100,,,,,,,
01-07-2024,22:00:00,13918,13960,40,5473,3188,4098,155,0,0,27.02,21.71,99.95,,,,,,,
01-07-2024,23:00:00,13734,13810,73,5314,3027,4202,152,0,36,26.93,21.61,99.9,,,,,,,
02-07-2024,00:00:00,13094,13180,82,5546,1853,4528,160,0,20,26.84,21.53,99.86,,,,,,,
02-07-2024,01:00:00,12967,13200,223,5199,2259,4324,151,0,35,26.78,21.46,99.83,,,,,,,
02-07-2024,02:00:00,12568,12770,193,5274,1876,4226,154,0,38,26.69,21.39,99.83,,,,,,,
02-07-2024,03:00:00,12016,12170,147,5201,1460,4165,158,0,35,26.62,21.31,99.84,,,,,,,
02-07-2024,04:00:00,11822,11970,141,5274,1314,4052,159,0,26,26.68,21.33,99.86,,,,,,,
02-07-2024,05:00:00,11634,11740,101,5212,1194,4057,161,0,18,27.25,21.75,99.9,,,,,,,
02-07-2024,06:00:00,11258,11350,88,5160,1102,3809,161,9,29,27.84,22,99.94,,,,,,,
02-07-2024,07:00:00,11122,11180,55,5015,1101,3807,163,27,21,28.42,21.96,99.97,,,,,,,
02-07-2024,08:00:00,11107,11150,41,5034,1055,3805,164,52,0,29.13,22.07,99.97,,,,,,,
02-07-2024,09:00:00,11554,11640,82,5361,1128,3817,164,80,6,29.83,22.19,99.96,,,,,,,
02-07-2024,10:00:00,11911,11960,47,5514,1168,3992,157,75,1,30.39,22.32,99.92,,,,,,,
02-07-2024,11:00:00,12313,12370,54,5467,1361,4160,152,170,2,30.8,22.45,99.85,,,,,,,
02-07-2024,12:00:00,12548,12600,50,5094,1804,4303,150,177,10,31.04,22.64,99.79,Day Peak,,,,,,
02-07-2024,13:00:00,12597,12630,32,5170,1773,4244,153,218,49,30.94,23.03,99.74,,,,,,,
02-07-2024,14:00:00,12347,12400,51,5073,1589,4411,157,97,20,30.55,23.36,99.71,,,,,,,
02-07-2024,15:00:00,12111,12250,133,5072,1324,4421,161,119,14,29.87,23.63,99.69,,,,,,,
02-07-2024,16:00:00,11831,11925,90,5101,1025,4448,163,69,16,29.15,23.75,99.69,,,,,,,
02-07-2024,17:00:00,11784,11850,63,5123,1112,4286,164,63,34,28.48,23.44,99.73,,,,,,,
02-07-2024,18:00:00,11871,11950,75,5042,1241,4388,167,10,25,28.16,23.14,99.8,,,,,,,
02-07-2024,19:00:00,12588,12650,59,4876,2167,4338,168,0,31,27.94,22.87,99.88,,,,,,,
02-07-2024,20:00:00,13531,13620,85,5166,2624,4544,170,0,23,27.73,22.63,99.93,,,,,,,
02-07-2024,21:00:00,13729,13800,68,5444,2390,4696,170,0,25,27.52,22.35,99.95,Evening Peak,,,,,,
02-07-2024,22:00:00,13612,13680,65,5509,2162,4769,168,0,14,27.3,22.11,99.94,,,,,,,
02-07-2024,23:00:00,13407,13500,89,5554,2022,4667,160,0,13,27.1,21.89,99.9,,,,,,,
03-07-2024,00:00:00,13723,14080,341,5472,2553,4600,162,0,19,26.92,21.68,99.86,,,,,,,
03-07-2024,01:00:00,12832,12950,113,5625,1640,4401,160,0,23,26.76,21.5,99.84,,,,,,,
03-07-2024,02:00:00,12337,12460,117,5457,1333,4389,160,0,14,26.64,21.36,99.85,,,,,,,
03-07-2024,03:00:00,12016,12120,100,5513,1241,4292,162,0,9,26.58,21.28,99.86,,,,,,,
03-07-2024,04:00:00,11614,11700,82,5486,988,4193,168,0,5,26.7,21.37,99.9,,,,,,,
03-07-2024,05:00:00,11454,11520,63,5365,967,3955,168,0,0,27.4,21.84,99.96,,,,,,,
03-07-2024,06:00:00,11080,111140,57,5265,90,3774,155,12,1,28.12,21.87,100.01,,,,,,,
03-07-2024,07:00:00,11125,11200,72,5666,877,3812,159,57,7,28.83,21.81,100.06,,,,,,,
03-07-2024,08:00:00,11281,11360,75,5601,824,4010,1059,99,7,29.51,21.88,100.09,,,,,,,
03-07-2024,09:00:00,11343,11450,102,5472,965,4139,105,103,7,29.98,21.96,100.1,,,,,,,
03-07-2024,10:00:00,11767,11900,127,5538,1060,4284,170,147,14,30.29,22.05,100.07,,,,,,,
03-07-2024,11:00:00,12153,12250,93,5516,1334,4308,161,256,16,30.47,22.12,100.03,,,,,,,
03-07-2024,12:00:00,12359,12470,106,5523,1437,4409,156,245,23,30.71,22.27,99.96,Day Peak,,,,,,
03-07-2024,13:00:00,12736,12860,118,5559,1642,4579,157,192,45,30.59,22.47,99.92,,,,,,,
03-07-2024,14:00:00,12721,12820,95,5443,1705,4557,160,245,49,30.09,22.7,99.9,,,,,,,
03-07-2024,15:00:00,12976,13180,195,5527,1733,4654,162,305,33,29.52,22.91,99.9,,,,,,,
03-07-2024,16:00:00,12607,12810,194,5355,1763,4595,166,119,32,28.86,22.95,99.95,,,,,,,
03-07-2024,17:00:00,12329,12510,173,5283,1892,4233,126,100,29,28.03,22.43,100.02,,,,,,,
03-07-2024,18:00:00,11937,12130,184,4984,1929,4064,120,31,11,27.4,21.81,100.11,,,,,,,
03-07-2024,19:00:00,13205,13330,119,5271,2715,4084,126,0,16,27.04,21.45,100.18,,,,,,,
03-07-2024,20:00:00,13929,14150,211,5266,3105,4364,172,0,27,26.84,21.26,100.24,,,,,,,
03-07-2024,21:00:00,14126,14250,118,5411,2917,4604,166,0,37,26.73,21.16,100.24,,,,,,,
03-07-2024,22:00:00,14034,14270,225,5435,2799,4605,166,0,36,26.61,21.12,100.19,,,,,,,
03-07-2024,23:00:00,13934,14240,292,5516,2717,4607,164,0,13,26.53,21.03,100.16,,,,,,,
04-07-2024,00:00:00,13636,13880,233,5293,2924,4310,166,0,24,26.41,20.9,100.15,,,,,,,
04-07-2024,01:00:00,13256,13580,309,5429,2180,4463,159,0,40,26.31,20.8,100.15,,,,,,,
04-07-2024,02:00:00,12906,13220,300,5440,1930,4363,159,0,31,26.26,20.72,100.15,,,,,,,
04-07-2024,03:00:00,12394,12720,311,5428,1457,4343,159,0,25,26.27,20.74,100.18,,,,,,,
04-07-2024,04:00:00,12046,12330,271,5509,1216,4161,161,0,18,26.45,20.9,100.22,,,,,,,
04-07-2024,05:00:00,11894,12150,244,5488,1117,4119,161,0,30,27.11,21.43,100.26,,,,,,,
04-07-2024,06:00:00,11302,11500,189,5579,654,3891,165,12,26,27.81,21.77,100.32,,,,,,,
04-07-2024,07:00:00,11332,11525,184,5613,654,3852,166,43,30,28.53,21.74,100.36,,,,,,,
04-07-2024,08:00:00,11353,11520,159,5554,667,3859,166,90,30,29.26,21.74,100.4,,,,,,,
04-07-2024,09:00:00,11623,11730,102,5522,819,3926,172,176,17,29.94,21.87,100.41,,,,,,,
04-07-2024,10:00:00,12097,12140,41,5679,1017,4005,166,211,24,30.38,22.01,100.36,,,,,,,
04-07-2024,11:00:00,12405,1450,43,5601,1237,4078,166,301,29,30.54,22.19,100.3,,,,,,,
04-07-2024,12:00:00,12826,12850,23,5629,1400,4217,164,366,51,30.51,22.41,100.23,Day Peak,,,,,,
04-07-2024,13:00:00,12792,12950,151,5442,1742,4229,164,170,50,30.34,22.62,100.17,,,,,,,
04-07-2024,14:00:00,12717,12860,137,5127,1950,4159,165,278,39,30.16,22.92,100.13,,,,,,,
04-07-2024,15:00:00,12510,12700,181,5165,1881,4154,165,97,47,29.69,23.06,100.11,,,,,,,
04-07-2024,16:00:00,12418,12620,193,5202,1710,4227,165,82,30,28.98,22.97,100.13,,,,,,,
04-07-2024,17:00:00,12106,12250,138,5429,1543,3899,166,36,39,28.17,22.54,100.18,,,,,,,
04-07-2024,18:00:00,11971,12100,123,5218,1698,3872,166,12,16,27.7,22.29,100.25,,,,,,,
04-07-2024,19:00:00,12869,13000,125,5266,2366,4054,166,0,12,27.52,22.1,100.33,,,,,,,
04-07-2024,20:00:00,14036,14100,61,5299,3084,4464,172,0,15,27.36,21.97,100.37,,,,,,,
04-07-2024,21:00:00,14123,14250,123,5334,3028,4577,166,0,18,27.25,21.88,100.37,Evening Peak,,,,,,
04-07-2024,22:00:00,14009,14150,135,5241,3144,4519,166,0,22,27.18,21.81,100.33,,,,,,,
04-07-2024,23:00:00,13857,14020,156,5263,3118,4369,166,0,22,27.1,21.74,100.27,,,,,,,
05-07-2024,00:00:00,13096,13096,0,5746,2119,4058,166,0,16,27.02,21.66,100.21,,,,,,,
05-07-2024,01:00:00,13056,13330,262,5270,2388,4219,165,0,27,26.95,21.58,100.17,,,,,,,
05-07-2024,02:00:00,12644,12920,264,5563,2002,3892,165,0,36,26.86,21.49,100.15,,,,,,,
05-07-2024,03:00:00,12482,12760,265,5666,1680,3959,165,0,31,26.79,21.4,100.16,,,,,,,
05-07-2024,04:00:00,12124,12360,225,5696,1384,3878,165,0,26,26.89,21.46,100.22,,,,,,,
05-07-2024,05:00:00,12013,12230,207,5640,1337,3877,165,0,19,27.58,22.04,100.29,,,,,,,
05-07-2024,06:00:00,11379,11550,163,5596,1015,3609,165,7,16,28.48,22.38,100.35,,,,,,,
05-07-2024,07:00:00,10932,11100,160,5463,931,3354,165,38,4,29.41,22.47,100.38,,,,,,,
05-07-2024,08:00:00,10790,10960,162,5284,1012,3302,166,57,6,30.05,22.52,100.37,,,,,,,
05-07-2024,09:00:00,10655,10830,167,5240,1016,3212,166,59,0,30.67,22.7,100.33,,,,,,,
05-07-2024,10:00:00,10528,10675,140,5179,1003,3131,166,84,0,30.77,22.71,100.26,,,,,,,
05-07-2024,11:00:00,10603,10603,0,5528,840,2917,166,184,2,30.76,22.77,100.17,,,,,,,
05-07-2024,12:00:00,11167,11167,0,5726,1046,3016,166,246,1,30.67,22.9,100.09,Day Peak,,,,,,
05-07-2024,13:00:00,11731,11731,0,5625,1350,3418,166,203,0,30.48,23.09,100.02,,,,,,,
05-07-2024,14:00:00,11135,11135,0,5562,1126,3141,166,168,2,30.22,23.17,99.97,,,,,,,
05-07-2024,15:00:00,11227,11227,0,5792,939,3169,166,182,0,29.61,23.18,99.96,,,,,,,
05-07-2024,16:00:00,10797,10797,0,5711,768,3077,166,100,0,28.78,23.09,99.99,,,,,,,
05-07-2024,17:00:00,10646,10646,0,5697,772,2981,166,58,0,28.03,22.71,100.05,,,,,,,
05-07-2024,18:00:00,10321,10321,0,5387,843,2922,166,24,8,27.63,22.34,100.12,,,,,,,
05-07-2024,19:00:00,11579,11579,0,5348,1968,3112,166,0,3,27.46,22.16,100.19,,,,,,,
05-07-2024,20:00:00,13207,13207,0,5584,2695,3746,172,0,24,27.32,21.97,100.24,,,,,,,
05-07-2024,21:00:00,13229,13229,0,5495,2576,3989,166,0,16,27.19,21.83,100.26,,,,,,,
05-07-2024,22:00:00,12974,12974,0,5667,2106,4017,166,0,26,27.04,21.68,100.22,,,,,,,
05-07-2024,23:00:00,13028,13028,0,5735,2060,4058,166,0,18,26.82,21.51,100.17,,,,,,,
06-07-2024,00:00:00,14341,14570,219,5596,3513,4046,166,0,7,26.58,21.29,100.12,,,,,,,
06-07-2024,01:00:00,12646,12700,52,5562,1889,4014,165,0,29,26.36,21.05,100.1,,,,,,,
06-07-2024,02:00:00,12404,12450,44,5452,1781,4006,165,0,16,26.2,20.81,100.08,,,,,,,
06-07-2024,03:00:00,11979,12020,39,5444,1514,3864,165,0,9,26.07,20.67,100.11,,,,,,,
06-07-2024,04:00:00,11661,11661,0,5431,1300,3772,165,0,13,26.11,20.72,100.14,,,,,,,
06-07-2024,05:00:00,11270,11270,0,5491,897,3720,165,0,19,26.85,21.32,100.2,,,,,,,
06-07-2024,06:00:00,10963,10963,0,5592,612,3576,166,16,27,27.5,21.33,100.25,,,,,,,
06-07-2024,07:00:00,10978,10978,0,5572,651,3563,166,38,12,28.36,21.04,100.3,,,,,,,
06-07-2024,08:00:00,11185,11185,0,5599,654,3632,166,128,21,29.41,21.04,100.32,,,,,,,
06-07-2024,09:00:00,11735,11775,38,5667,918,3766,166,229,0,30.42,21.45,100.31,,,,,,,
06-07-2024,10:00:00,11947,12030,79,5658,1007,3767,166,339,14,31.06,21.84,100.26,,,,,,,
06-07-2024,11:00:00,12071,12190,114,5519,1077,3885,166,392,30,31.32,22.12,100.18,,,,,,,
06-07-2024,12:00:00,12608,12750,136,5532,1548,3947,166,408,6,31.27,22.26,100.11,Day Peak,,,,,,
06-07-2024,13:00:00,12394,12520,120,5175,1881,3844,162,326,6,30.99,22.39,100.05,,,,,,,
06-07-2024,14:00:00,12778,12900,117,5575,1933,3850,162,243,5,30.48,22.63,99.99,,,,,,,
06-07-2024,15:00:00,12955,13120,158,5605,2046,3909,166,211,6,29.76,22.95,99.97,,,,,,,
06-07-2024,16:00:00,12819,12970,144,5511,2030,3914,166,186,6,29.09,23.23,99.99,,,,,,,
06-07-2024,17:00:00,12407,12540,127,5415,2146,3590,166,83,13,28.36,23.2,100.04,,,,,,,
06-07-2024,18:00:00,12001,12100,95,5279,2134,3393,166,27,4,27.99,22.94,100.12,,,,,,,
06-07-2024,19:00:00,13331,13450,114,5450,3203,3500,166,0,3,27.81,22.74,100.2,,,,,,,
06-07-2024,20:00:00,14500,14650,143,5545,3852,3923,166,0,9,27.63,22.52,100.26,,,,,,,
06-07-2024,21:00:00,14521,14620,95,5665,3722,3956,166,0,8,27.43,22.3,100.27,Evening Peak,,,,,,
06-07-2024,22:00:00,14551,14660,104,5720,3700,3949,166,0,5,27.24,22.09,100.24,,,,,,,
06-07-2024,23:00:00,14322,14430,103,5576,3587,3979,166,0,0,27.07,21.91,100.18,,,,,,,
07-07-2024,00:00:00,14546,15200,625,5155,3549,4662,166,0,1,26.93,21.75,100.14,,,,,,,
07-07-2024,01:00:00,13797,14120,308,5550,3024,4044,166,0,4,26.81,21.62,100.1,,,,,,,
07-07-2024,02:00:00,13523,13840,303,5343,2975,4028,166,0,6,26.68,21.48,100.1,,,,,,,
07-07-2024,03:00:00,13030,13350,306,5337,2618,3893,166,0,8,26.59,21.36,100.12,,,,,,,
07-07-2024,04:00:00,12675,12880,196,5406,2197,3893,166,0,9,26.77,21.47,100.15,,,,,,,
07-07-2024,05:00:00,12430,12630,191,5429,2029,3794,166,0,10,27.66,22.08,100.22,,,,,,,
06-07-2024,06:00:00,11993,12090,93,5361,1610,3826,166,28,9,28.65,22.35,100.28,,,,,,,
07-07-2024,07:00:00,12068,12165,93,5413,1509,3895,166,88,3,29.62,22.35,100.34,,,,,,,
07-07-2024,08:00:00,12201,12280,75,5268,1496,4051,166,217,1,30.46,22.44,100.38,,,,,,,
07-07-2024,09:00:00,12460,12540,76,5368,1459,4106,166,349,8,31.19,22.54,100.37,,,,,,,
07-07-2024,10:00:00,12807,12807,0,5412,1571,4294,166,350,8,31.81,22.63,100.32,,,,,,,
07-07-2024,11:00:00,13148,13148,0,5296,1867,4415,166,384,9,32.29,22.68,100.26,,,,,,,
07-07-2024,12:00:00,13535,13580,43,5372,2039,4420,166,512,16,32.38,22.77,100.19,Day Peak,,,,,,
07-07-2024,13:00:00,13648,13820,164,5399,2243,4441,166,366,19,32.07,22.85,100.15,,,,,,,
07-07-2024,14:00:00,13666,13875,200,5220,2423,4414,166,400,32,31.6,22.91,100.12,,,,,,,
07-07-2024,15:00:00,12876,13100,214,4845,2299,4184,166,322,43,30.96,23.16,100.1,,,,,,,
07-07-2024,16:00:00,13437,13700,251,4982,2545,4437,166,265,36,30.02,23.28,100.13,,,,,,,
07-07-2024,17:00:00,13289,13500,202,5010,2750,4211,166,128,13,28.92,23.21,100.19,,,,,,,
07-07-2024,18:00:00,12666,12950,271,4855,2729,3871,166,31,7,28.32,22.95,100.27,,,,,,,
07-07-2024,19:00:00,13688,14050,346,5115,3368,4013,166,2,9,27.98,22.73,100.34,,,,,,,
07-07-2024,20:00:00,14876,15225,333,5169,3898,4625,166,0,8,27.68,22.47,100.39,,,,,,,
07-07-2024,21:00:00,15064,15400,321,5331,3996,4553,166,0,9,27.41,22.19,100.4,Evening Peak,,,,,,
07-07-2024,22:00:00,14971,15300,314,5334,3902,4550,166,0,6,27.16,21.91,100.38,,,,,,,
07-07-2024,23:00:00,14878,15225,331,5358,3714,4624,166,0,2,26.9,21.66,100.34,,,,,,,
08-07-2024,00:00:00,14166,15400,1178,5411,2976,4659,166,0,19,26.69,21.45,100.28,,,,,,,
08-07-2024,01:00:00,14215,15000,750,5108,3261,4667,166,0,3,26.48,21.24,100.23,,,,,,,
08-07-2024,02:00:00,13991,14450,438,5248,2900,4668,166,0,1,26.33,21.04,100.22,,,,,,,
08-07-2024,03:00:00,13679,14050,354,5289,2547,4671,162,0,3,26.18,20.85,100.27,,,,,,,
08-07-2024,04:00:00,13427,13800,356,5325,2340,4590,162,0,4,26.44,21,100.35,,,,,,,
08-07-2024,05:00:00,13355,13700,329,5309,2293,4576,166,0,6,27.46,21.63,100.38,,,,,,,
08-07-2024,06:00:00,12639,12900,249,5303,1881,4254,166,20,22,28.44,21.61,100.38,,,,,,,
08-07-2024,07:00:00,12632,12875,232,5255,1860,4251,166,102,4,29.04,21.47,100.41,,,,,,,
08-07-2024,08:00:00,12560,12750,181,5131,1842,4240,166,171,9,29.51,21.48,100.43,,,,,,,
08-07-2024,09:00:00,12655,12850,186,5208,1793,4260,166,255,9,30.13,21.71,100.42,,,,,,,
08-07-2024,10:00:00,13099,13275,168,5265,1954,4327,166,369,10,30.76,22,100.38,,,,,,,
08-07-2024,11:00:00,13249,13420,163,5250,2195,4317,166,298,15,31.19,22.12,100.31,,,,,,,
08-07-2024,12:00:00,13459,13750,278,5342,2297,4374,166,258,16,31.49,22.17,100.22,Day Peak,,,,,,
08-07-2024,13:00:00,13517,13920,385,5345,2312,4349,166,337,2,31.54,22.14,100.15,,,,,,,
08-07-2024,14:00:00,13669,14150,459,5289,2373,4361,166,452,23,31.31,22.06,100.08,,,,,,,
08-07-2024,15:00:00,13453,14100,618,5193,2308,4452,166,311,15,30.83,22.07,100.06,,,,,,,
08-07-2024,16:00:00,13454,14100,617,5224,2285,4530,166,224,15,29.99,22.23,100.11,,,,,,,
08-07-2024,17:00:00,13029,13550,498,5002,2337,4414,166,84,19,28.75,22.22,100.2,,,,,,,
08-07-2024,18:00:00,12722,13120,380,4811,2547,4157,166,0,13,28,21.96,100.31,,,,,,,
08-07-2024,19:00:00,13923,14300,360,5089,3335,4312,166,0,14,27.71,21.84,100.4,,,,,,,
08-07-2024,20:00:00,14629,15450,784,5117,3709,4607,166,0,23,27.48,21.75,100.44,,,,,,,
08-07-2024,21:00:00,14895,15500,578,5335,3776,4668,166,0,17,27.22,21.67,100.43,Evening Peak,,,,,,
08-07-2024,22:00:00,14863,15550,657,5357,3712,4675,166,0,20,27.01,21.6,100.39,,,,,,,
08-07-2024,23:00:00,14487,15500,967,5301,3400,4674,166,0,11,26.85,21.54,100.32,,,,,,,
09-07-2024,00:00:00,14234,15300,1018,5320,3106,4620,166,0,18,26.72,21.49,100.28,,,,,,,
09-07-2024,01:00:00,13886,14900,968,5400,2658,4651,165,0,11,26.61,21.42,100.28,,,,,,,
09-07-2024,02:00:00,13826,14520,663,5449,2541,4651,165,0,20,26.6,21.4,100.29,,,,,,,
09-07-2024,03:00:00,13676,14150,453,5544,2495,4451,165,0,20,26.66,21.43,100.31,,,,,,,
09-07-2024,04:00:00,13444,13900,435,5548,2321,4408,165,0,6,26.95,21.65,100.35,,,,,,,
09-07-2024,05:00:00,13197,13650,433,5526,2255,4250,165,0,5,27.87,22.26,100.41,,,,,,,
09-07-2024,06:00:00,12753,13120,350,5275,2206,4081,165,17,20,28.75,22.35,100.45,,,,,,,
09-07-2024,07:00:00,12568,12900,317,5172,2027,4083,165,93,5,29.69,22.3,100.5,,,,,,,
09-07-2024,08:00:00,12564,12890,311,5115,1980,4074,165,230,15,30.55,22.44,100.51,,,,,,,
09-07-2024,09:00:00,12722,13020,285,5236,1932,4156,166,231,17,31.29,22.64,100.5,,,,,,,
09-07-2024,10:00:00,13161,13600,419,5407,2104,4150,166,333,4,31.8,22.78,100.46,,,,,,,
09-07-2024,11:00:00,13333,13900,541,5342,2135,4298,166,389,4,32,22.79,100.41,,,,,,,
09-07-2024,12:00:00,13415,14100,654,5422,2195,4316,166,298,19,32.24,22.88,100.35,,,,,,,
09-07-2024,13:00:00,13559,14300,708,5272,2256,4400,166,432,33,32.25,22.86,100.3,,,,,,,
09-07-2024,14:00:00,13301,14100,763,5077,2250,4463,166,296,44,31.9,22.94,100.26,,,,,,,
09-07-2024,15:00:00,13288,14200,871,5131,2284,4474,166,193,34,30.88,23.12,100.24,,,,,,,
09-07-2024,16:00:00,13514,14300,751,5260,2353,4508,166,203,26,29.86,23.38,100.26,,,,,,,
09-07-2024,17:00:00,13377,13900,499,5193,2354,4550,166,84,32,28.87,23.23,100.33,,,,,,,
09-07-2024,18:00:00,12992,13280,275,5036,2473,4275,166,36,10,28.31,23,100.4,,,,,,,
09-07-2024,19:00:00,14031,14250,209,5022,3355,4470,166,0,13,28.02,22.81,100.47,,,,,,,
09-07-2024,20:00:00,14777,15200,404,5159,3854,4572,166,0,25,27.86,22.6,100.53,,,,,,,
09-07-2024,21:00:00,15047,15450,385,5352,3949,4579,166,0,10,27.7,22.44,100.53,Evening Peak,,,,,,
09-07-2024,22:00:00,14909,15350,421,5340,3782,4606,166,0,10,27.53,22.26,100.51,,,,,,,
09-07-2024,23:00:00,14446,15400,911,5179,3423,4659,166,0,15,27.39,22.13,100.47,,,,,,,
10-07-2024,00:00:00,13654,15450,1715,4296,2934,5317,166,0,5,27.3,22.03,100.43,,,,,,,
10-07-2024,01:00:00,13707,14900,1139,5324,2648,4549,166,0,19,27.17,21.91,100.4,,,,,,,
10-07-2024,02:00:00,13461,14600,1088,5313,2458,4507,166,0,18,27.07,21.79,100.41,,,,,,,
10-07-2024,03:00:00,13481,14450,925,5288,2401,4601,166,0,29,26.96,21.67,100.42,,,,,,,
10-07-2024,04:00:00,13347,14250,862,5223,2303,4638,166,0,27,27.08,21.71,100.46,,,,,,,
10-07-2024,05:00:00,13127,14000,834,5060,2312,4578,166,0,20,27.85,22.26,100.52,,,,,,,
10-07-2024,06:00:00,12746,13200,434,4948,2286,4324,166,18,18,28.81,22.36,100.57,,,,,,,
10-07-2024,07:00:00,12798,13150,336,5040,2194,4337,166,62,13,29.9,22.37,100.62,,,,,,,
10-07-2024,08:00:00,12664,13170,483,4833,2166,4384,166,106,13,30.82,22.6,100.64,,,,,,,
10-07-2024,09:00:00,12361,13250,849,4639,2161,4173,166,202,24,31.59,22.87,100.61,,,,,,,
10-07-2024,10:00:00,12506,13450,902,4659,2139,4052,166,341,16,32.17,23.17,100.53,,,,,,,
10-07-2024,11:00:00,12618,13720,1052,4595,2139,4193,166,388,12,32.37,23.26,100.42,Day Peak,,,,,,
10-07-2024,12:00:00,12130,13800,1595,4208,2139,4306,166,262,42,32.62,23.38,100.31,,,,,,,
10-07-2024,13:00:00,12217,14100,1798,4150,2183,4383,166,312,15,32.42,23.56,100.24,,,,,,,
10-07-2024,14:00:00,11875,13900,1934,3898,2199,4385,166,244,9,31.65,23.8,100.18,,,,,,,
10-07-2024,15:00:00,12134,14200,1973,3879,2450,4449,166,183,6,30.76,24.03,100.17,,,,,,,
10-07-2024,16:00:00,12392,14300,1822,3762,2797,4504,166,156,1,29.86,23.99,100.19,,,,,,,
10-07-2024,17:00:00,12449,14000,1481,3665,3085,4408,166,122,1,28.97,23.59,100.26,,,,,,,
10-07-2024,18:00:00,12407,13600,1139,3750,3135,4300,166,50,6,28.37,23.16,100.36,,,,,,,
10-07-2024,19:00:00,13325,14500,1122,4244,3515,4388,166,0,4,28.02,22.79,100.44,,,,,,,
10-07-2024,20:00:00,13607,15100,1426,4021,3750,4654,166,0,12,27.74,22.46,100.48,,,,,,,
10-07-2024,21:00:00,14096,15500,1341,4232,3727,4951,166,0,12,27.5,22.17,100.48,Evening Peak,,,,,,
10-07-2024,22:00:00,14078,15600,1454,4192,3518,5186,166,0,7,27.3,21.94,100.45,,,,,,,
10-07-2024,23:00:00,13787,15500,1636,4255,3181,5225,166,0,12,27.11,21.72,100.38,,,,,,,
11-07-2024,00:00:00,13354,14050,665,4449,2688,4988,196,0,19,26.96,21.55,100.31,,,,,,,
11-07-2024,01:00:00,13077,15000,1836,4119,2458,5387,166,0,16,26.84,21.44,100.26,,,,,,,
11-07-2024,02:00:00,13029,14900,1787,4364,2208,5383,126,0,18,26.78,21.39,100.24,,,,,,,
11-07-2024,03:00:00,12951,14500,1479,4356,2135,5307,126,0,26,26.74,21.33,100.26,,,,,,,
11-07-2024,04:00:00,12941,14300,1298,4405,2071,5324,126,0,13,26.84,21.37,100.29,,,,,,,
11-07-2024,05:00:00,12821,14100,1221,4407,2006,5233,126,0,56,27.47,21.84,100.33,,,,,,,
11-07-2024,06:00:00,12563,13800,1181,4295,1979,5125,126,10,43,28.29,22.1,100.36,,,,,,,
11-07-2024,07:00:00,12425,13600,1122,4247,1948,5063,126,39,9,29.22,22.25,100.38,,,,,,,
11-07-2024,08:00:00,12389,13500,1061,4206,1910,5012,166,78,15,30.1,22.44,100.36,,,,,,,
11-07-2024,09:00:00,12312,13800,1421,4131,1883,4949,166,162,19,30.91,22.77,100.32,,,,,,,
11-07-2024,10:00:00,12402,13900,1431,4154,2003,4954,166,119,2,31.57,23.04,100.24,,,,,,,
